timestamp,service,host,cpu_percent,memory_percent,disk_io_mb_s,nfs_latency_ms,error_rate_percent
2026-03-01 23:00:00,eda-simulation-engine,compute-node-02,46.2,68.01,125.72,10.58,0.63
2026-03-01 23:10:00,eda-simulation-engine,compute-node-01,54.31,60.1,116.86,6.3,0.38
2026-03-01 23:10:00,eda-simulation-engine,compute-node-02,57.94,71.68,125.92,5.61,0.59
2026-03-01 23:20:00,eda-simulation-engine,compute-node-01,60.98,62.56,117.99,8.03,0.34
2026-03-01 23:20:00,eda-simulation-engine,compute-node-02,58.24,64.52,126.29,6.23,0.41
2026-03-01 23:30:00,eda-simulation-engine,compute-node-01,58.61,63.51,145.9,7.2,0.54
2026-03-01 23:30:00,eda-simulation-engine,compute-node-02,59.66,59.33,93.59,4.95,0.75
2026-03-01 23:40:00,eda-simulation-engine,compute-node-01,52.24,75.23,111.54,8.37,0.81
2026-03-01 23:40:00,eda-simulation-engine,compute-node-02,65.03,73.25,138.13,10.05,0.62
2026-03-01 23:50:00,eda-simulation-engine,compute-node-01,58.89,62.8,107.73,7.99,0.47
2026-03-01 23:50:00,eda-simulation-engine,compute-node-02,52.73,67.79,134.33,8.18,0.8
2026-03-02 00:00:00,eda-simulation-engine,compute-node-01,49.29,64.23,109.25,4.27,0.48
2026-03-02 00:00:00,eda-simulation-engine,compute-node-02,54.39,71.05,129.46,5.95,0.87
2026-03-02 00:10:00,eda-simulation-engine,compute-node-01,61.11,67.33,116.6,6.08,0.43
2026-03-02 00:10:00,eda-simulation-engine,compute-node-02,60.44,72.54,143.15,7.02,0.28
2026-03-02 00:20:00,eda-simulation-engine,compute-node-01,55.7,57.93,124.85,7.7,0.41
2026-03-02 00:20:00,eda-simulation-engine,compute-node-02,47.03,67.05,112.01,5.66,-0.07
2026-03-02 00:30:00,eda-simulation-engine,compute-node-01,54.86,72.09,144.92,7.09,0.38
2026-03-02 00:30:00,eda-simulation-engine,compute-node-02,57.34,61.01,124.53,9.53,0.75
2026-03-02 00:40:00,eda-simulation-engine,compute-node-01,54.5,64.19,106.83,6.35,0.45
2026-03-02 00:40:00,eda-simulation-engine,compute-node-02,56.84,68.65,107.95,10.99,0.45
2026-03-02 00:50:00,eda-simulation-engine,compute-node-01,54.89,62.01,83.64,9.77,0.65
2026-03-02 00:50:00,eda-simulation-engine,compute-node-02,53.59,65.27,127.74,4.87,0.39
